Name,Date,Close,Volume,Open,High,Low
AMZN,4/1/2024,$180.97,29174520,$180.79,$183.00,$179.95
AMZN,03/28/2024,$180.38,38051590,$180.17,$181.70,$179.26
AMZN,03/27/2024,$179.83,33272550,$179.88,$180.00,$177.31
AMZN,03/26/2024,$178.30,29658980,$180.15,$180.45,$177.95
AMZN,03/25/2024,$179.71,29815460,$178.01,$180.99,$177.24
AMZN,03/22/2024,$178.87,27995380,$177.75,$179.26,$176.75
AMZN,03/21/2024,$178.15,32824320,$179.99,$181.42,$178.15
AMZN,03/20/2024,$178.15,29947150,$176.14,$178.53,$174.64
AMZN,03/19/2024,$175.90,26880890,$174.22,$176.09,$173.52
AMZN,03/18/2024,$174.48,31250690,$175.80,$176.69,$174.28
AMZN,03/15/2024,$174.42,72147390,$176.64,$177.93,$173.90
AMZN,03/14/2024,$178.75,43705840,$177.69,$179.53,$176.47
AMZN,03/13/2024,$176.56,30772600,$175.90,$177.62,$175.55
AMZN,3/12/2024,$175.39,36610600,$173.50,$176.76,$171.98
AMZN,3/11/2024,$171.96,28484780,$174.31,$174.47,$171.47
AMZN,3/8/2024,$175.35,37893240,$176.44,$178.79,$174.33
AMZN,3/7/2024,$176.82,34063280,$174.83,$177.99,$173.72
AMZN,3/6/2024,$173.51,32090930,$175.54,$176.46,$173.26
AMZN,3/5/2024,$174.12,37228340,$176.93,$176.93,$173.30
AMZN,3/4/2024,$177.58,37381520,$177.53,$180.14,$177.49
AMZN,3/1/2024,$178.22,31981150,$176.75,$178.73,$176.07
AMZN,02/29/2024,$176.76,53805360,$173.01,$177.22,$172.85
AMZN,02/28/2024,$173.16,28180480,$172.44,$174.05,$172.27
AMZN,02/27/2024,$173.54,31141730,$174.08,$174.62,$172.86
AMZN,02/26/2024,$174.73,44368610,$175.70,$176.37,$174.26
AMZN,02/23/2024,$174.99,59715240,$174.28,$175.75,$173.70
AMZN,02/22/2024,$174.58,55392350,$173.10,$174.80,$171.77
AMZN,02/21/2024,$168.59,44575620,$168.94,$170.23,$167.14
AMZN,02/20/2024,$167.08,41980330,$167.83,$168.71,$165.74
AMZN,02/16/2024,$169.51,48107740,$168.74,$170.42,$167.17
AMZN,02/15/2024,$169.80,49855200,$170.58,$171.17,$167.59
AMZN,02/14/2024,$170.98,42815540,$169.21,$171.21,$168.28
AMZN,02/13/2024,$168.64,56345120,$167.73,$170.95,$165.75
AMZN,2/12/2024,$172.34,51050440,$174.80,$175.39,$171.54
AMZN,2/9/2024,$174.45,56985990,$170.90,$175.00,$170.58
AMZN,2/8/2024,$169.84,42316450,$169.65,$171.43,$168.88
AMZN,2/7/2024,$170.53,47174060,$169.48,$170.88,$168.94
AMZN,2/6/2024,$169.15,42505520,$169.39,$170.71,$167.65
AMZN,2/5/2024,$170.31,55081300,$170.20,$170.55,$167.70
AMZN,2/2/2024,$171.81,117218300,$169.19,$172.50,$167.33
AMZN,2/1/2024,$159.28,76542420,$155.87,$159.76,$155.62
AMZN,01/31/2024,$155.20,50284370,$157.00,$159.01,$154.81
AMZN,01/30/2024,$159.00,45207430,$160.70,$161.73,$158.49
AMZN,01/29/2024,$161.26,45270390,$159.34,$161.29,$158.90
AMZN,01/26/2024,$159.12,51047350,$158.42,$160.72,$157.91
AMZN,01/25/2024,$157.75,43638590,$156.95,$158.51,$154.55
AMZN,01/24/2024,$156.87,48547320,$157.80,$158.51,$156.48
AMZN,01/23/2024,$156.02,37986040,$154.85,$156.21,$153.93
AMZN,01/22/2024,$154.78,43687470,$156.89,$157.05,$153.90
AMZN,01/19/2024,$155.34,51651630,$153.83,$155.76,$152.74
AMZN,01/18/2024,$153.50,37850250,$152.77,$153.78,$151.82
AMZN,01/17/2024,$151.71,34953360,$151.49,$152.15,$149.91
AMZN,01/16/2024,$153.16,41384640,$153.53,$154.99,$152.15
AMZN,1/12/2024,$154.62,40484160,$155.39,$156.20,$154.01
AMZN,1/11/2024,$155.18,49072690,$155.04,$157.17,$153.12
AMZN,1/10/2024,$153.73,44421830,$152.06,$154.42,$151.88
AMZN,1/9/2024,$151.37,43812570,$148.33,$151.71,$148.21
AMZN,1/8/2024,$149.10,46757050,$146.74,$149.40,$146.15
AMZN,1/5/2024,$145.24,45153150,$144.69,$146.59,$144.53
AMZN,1/4/2024,$144.57,56039810,$145.59,$147.38,$144.05
AMZN,1/3/2024,$148.47,49425500,$149.20,$151.05,$148.33
AMZN,1/2/2024,$149.93,47339420,$151.54,$152.38,$148.39
AMZN,12/29/2023,$151.94,39823200,$153.10,$153.89,$151.03
AMZN,12/28/2023,$153.38,27057000,$153.72,$154.08,$152.95
AMZN,12/27/2023,$153.34,31434730,$153.56,$154.78,$153.12
AMZN,12/26/2023,$153.41,25067220,$153.56,$153.98,$153.03
AMZN,12/22/2023,$153.42,29514090,$153.77,$154.35,$152.71
AMZN,12/21/2023,$153.84,36305730,$153.30,$153.97,$152.10
AMZN,12/20/2023,$152.12,50322110,$152.90,$155.63,$151.56
AMZN,12/19/2023,$153.79,43171290,$154.40,$155.12,$152.69
AMZN,12/18/2023,$154.07,62512830,$150.56,$154.86,$150.05
AMZN,12/15/2023,$149.97,110089300,$148.38,$150.57,$147.88
AMZN,12/14/2023,$147.42,58400850,$149.93,$150.54,$145.52
AMZN,12/13/2023,$148.84,52766200,$148.12,$149.46,$146.82
AMZN,12/12/2023,$147.48,44944260,$145.52,$147.50,$145.30
AMZN,12/11/2023,$145.89,50907290,$145.66,$146.19,$143.64
AMZN,12/8/2023,$147.42,41905970,$145.48,$147.84,$145.40
AMZN,12/7/2023,$146.88,52352830,$146.15,$147.92,$145.34
AMZN,12/6/2023,$144.52,39678960,$147.58,$147.85,$144.28
AMZN,12/5/2023,$146.88,46822410,$143.55,$148.57,$143.13
AMZN,12/4/2023,$144.84,48294240,$145.25,$145.35,$142.81
AMZN,12/1/2023,$147.03,39951830,$146.00,$147.25,$145.55
AMZN,11/30/2023,$146.09,65814020,$144.76,$146.93,$144.33
AMZN,11/29/2023,$146.32,40610910,$147.85,$148.54,$145.97
AMZN,11/28/2023,$147.03,42711680,$146.98,$147.60,$145.53
AMZN,11/27/2023,$147.73,53762430,$147.53,$149.26,$146.88
AMZN,11/24/2023,$146.74,22378380,$146.70,$147.20,$145.32
AMZN,11/22/2023,$146.71,45700000,$144.57,$147.74,$144.57
AMZN,11/21/2023,$143.90,71225990,$143.91,$144.05,$141.50
AMZN,11/20/2023,$146.13,41978770,$145.13,$146.63,$144.73
AMZN,11/17/2023,$145.18,49678440,$142.66,$145.23,$142.55
AMZN,11/16/2023,$142.83,49653510,$140.91,$143.32,$139.52
AMZN,11/15/2023,$143.20,63875720,$147.06,$147.29,$142.59
AMZN,11/14/2023,$145.80,56674550,$145.00,$147.26,$144.68
AMZN,11/13/2023,$142.59,35680570,$142.08,$143.23,$140.67
AMZN,11/10/2023,$143.56,49349940,$140.46,$143.65,$139.91
AMZN,11/9/2023,$140.60,36235370,$142.02,$142.65,$139.84
AMZN,11/8/2023,$142.08,44521660,$142.97,$143.12,$141.22
AMZN,11/7/2023,$142.71,53553540,$140.55,$143.37,$140.50
AMZN,11/6/2023,$139.74,44970420,$138.76,$140.73,$138.36
AMZN,11/3/2023,$138.60,44059810,$138.99,$139.49,$137.45
AMZN,11/2/2023,$138.07,52236690,$138.73,$138.81,$136.47
AMZN,11/1/2023,$137.00,61529410,$133.96,$137.35,$133.71
AMZN,10/31/2023,$133.09,51589380,$132.75,$133.57,$131.71
AMZN,10/30/2023,$132.71,72485540,$129.72,$133.00,$128.56
AMZN,10/27/2023,$127.74,125309300,$126.20,$130.02,$125.52
AMZN,10/26/2023,$119.57,100419500,$120.63,$121.64,$118.35
AMZN,10/25/2023,$121.39,74577540,$126.04,$126.34,$120.79
AMZN,10/24/2023,$128.56,46477360,$127.74,$128.80,$126.34
AMZN,10/23/2023,$126.56,48259950,$124.63,$127.88,$123.98
AMZN,10/20/2023,$125.17,56406410,$128.05,$128.17,$124.97
AMZN,10/19/2023,$128.40,60961360,$130.57,$132.24,$127.47
AMZN,10/18/2023,$128.13,42699480,$129.90,$130.67,$127.51
AMZN,10/17/2023,$131.47,49344550,$130.39,$132.58,$128.71
AMZN,10/16/2023,$132.55,42832920,$130.69,$133.07,$130.43
AMZN,10/13/2023,$129.79,45824690,$132.98,$133.31,$128.95
AMZN,10/12/2023,$132.33,55528580,$132.17,$134.48,$131.23
AMZN,10/11/2023,$131.83,40741840,$129.74,$132.05,$129.61
AMZN,10/10/2023,$129.48,42178620,$128.82,$130.74,$128.05
AMZN,10/9/2023,$128.26,38773740,$126.22,$128.79,$124.76
AMZN,10/6/2023,$127.96,46836700,$124.16,$128.45,$124.13
AMZN,10/5/2023,$125.96,39660640,$126.71,$126.73,$124.33
AMZN,10/4/2023,$127.00,44203870,$126.06,$127.36,$125.68
AMZN,10/3/2023,$124.72,51564990,$128.06,$128.52,$124.25
AMZN,10/2/2023,$129.46,48029740,$127.28,$130.47,$126.54
AMZN,09/29/2023,$127.12,62411730,$128.20,$129.15,$126.32
AMZN,09/28/2023,$125.98,54554970,$124.04,$126.58,$123.04
AMZN,09/27/2023,$125.98,66553450,$125.76,$127.48,$124.13
AMZN,09/26/2023,$125.98,73048210,$130.12,$130.39,$125.28
AMZN,09/25/2023,$131.27,46017830,$129.36,$131.78,$128.77
AMZN,09/22/2023,$129.12,59904350,$131.11,$132.03,$128.52
AMZN,09/21/2023,$129.33,70343340,$131.94,$132.24,$129.31
AMZN,09/20/2023,$135.29,46263720,$138.55,$139.37,$135.20
AMZN,09/19/2023,$137.63,61482470,$138.70,$138.84,$135.56
AMZN,09/18/2023,$139.98,42823480,$140.48,$141.75,$139.22
AMZN,09/15/2023,$140.39,102909300,$142.69,$143.57,$140.09
AMZN,09/14/2023,$144.72,64033610,$145.08,$145.86,$142.95
AMZN,09/13/2023,$144.85,60465180,$140.95,$144.98,$140.87
AMZN,9/12/2023,$141.23,42668450,$142.32,$143.00,$140.61
AMZN,9/11/2023,$143.10,56764530,$138.75,$143.62,$138.64
AMZN,9/8/2023,$138.23,38365930,$136.86,$138.85,$136.75
AMZN,9/7/2023,$137.85,48498910,$133.90,$138.03,$133.16
AMZN,9/6/2023,$135.36,41785510,$136.32,$137.45,$134.61
AMZN,9/5/2023,$137.27,40636740,$137.73,$137.80,$135.82
AMZN,9/1/2023,$138.12,40991540,$139.46,$139.96,$136.88
AMZN,08/31/2023,$138.01,58781310,$135.06,$138.79,$135.00
AMZN,08/30/2023,$135.07,36137020,$134.93,$135.68,$133.92
AMZN,08/29/2023,$134.91,38646090,$133.38,$135.14,$133.25
AMZN,08/28/2023,$133.14,34108410,$133.78,$133.95,$131.85
AMZN,08/25/2023,$133.26,44147450,$132.47,$133.87,$130.58
AMZN,08/24/2023,$131.84,43646250,$136.40,$136.78,$131.83
AMZN,08/23/2023,$135.52,42801040,$134.50,$135.95,$133.22
AMZN,08/22/2023,$134.25,32935100,$135.08,$135.65,$133.73
AMZN,08/21/2023,$134.68,41442480,$133.74,$135.19,$132.71
AMZN,08/18/2023,$133.22,48497700,$131.62,$134.07,$131.15
AMZN,08/17/2023,$133.98,48354090,$135.46,$136.09,$133.53
AMZN,08/16/2023,$135.07,41675900,$137.19,$137.27,$135.01
AMZN,08/15/2023,$137.67,42781520,$140.05,$141.28,$137.23
AMZN,08/14/2023,$140.57,47148700,$138.30,$140.59,$137.75
AMZN,8/11/2023,$138.41,42905830,$137.40,$139.33,$137.00
AMZN,8/10/2023,$138.56,58928400,$139.08,$140.41,$137.49
AMZN,8/9/2023,$137.85,50017350,$139.97,$140.32,$137.10
AMZN,8/8/2023,$139.94,51710500,$140.62,$140.84,$138.42
AMZN,8/7/2023,$142.22,71213110,$140.99,$142.54,$138.95
AMZN,8/4/2023,$139.57,153128500,$141.06,$143.63,$139.32
AMZN,8/3/2023,$128.91,91163740,$127.48,$129.84,$126.41
AMZN,8/2/2023,$128.21,51027610,$130.15,$130.23,$126.82
AMZN,8/1/2023,$131.69,42298930,$133.55,$133.69,$131.62
AMZN,07/31/2023,$133.68,41901520,$133.20,$133.87,$132.38
AMZN,07/28/2023,$132.21,46317380,$129.69,$133.01,$129.33
AMZN,07/27/2023,$128.25,52610660,$131.00,$132.63,$127.79
AMZN,07/26/2023,$128.15,53910090,$126.51,$129.08,$126.11
AMZN,07/25/2023,$129.13,39236660,$129.31,$129.58,$128.53
AMZN,07/24/2023,$128.80,45671540,$130.31,$131.66,$128.35
AMZN,07/21/2023,$130.00,133307300,$131.34,$131.37,$128.42
AMZN,07/20/2023,$129.96,59820580,$134.07,$134.79,$129.33
AMZN,07/19/2023,$135.36,54531040,$133.39,$135.99,$132.53
AMZN,07/18/2023,$132.83,54969130,$132.71,$133.86,$131.36
AMZN,07/17/2023,$133.56,48450200,$134.56,$135.62,$133.21
AMZN,07/14/2023,$134.68,54487090,$134.06,$136.65,$134.06
AMZN,07/13/2023,$134.30,61170880,$134.04,$134.67,$132.71
AMZN,7/12/2023,$130.80,54022850,$130.31,$131.26,$128.83
AMZN,7/11/2023,$128.78,49951460,$127.75,$129.77,$127.35
AMZN,7/10/2023,$127.13,61889290,$129.07,$129.28,$125.92
AMZN,7/7/2023,$129.78,41992250,$128.59,$130.97,$128.13
AMZN,7/6/2023,$128.36,40697850,$128.25,$128.73,$127.37
AMZN,7/5/2023,$130.38,35895410,$130.24,$131.40,$129.64
AMZN,7/3/2023,$130.22,27939570,$130.82,$131.85,$130.07
AMZN,06/30/2023,$130.36,54350680,$129.47,$131.25,$128.95
AMZN,06/29/2023,$127.90,40760960,$128.77,$129.26,$127.26
AMZN,06/28/2023,$129.04,52149510,$128.94,$131.48,$128.44
AMZN,06/27/2023,$129.18,46801010,$128.63,$130.09,$127.55
AMZN,06/26/2023,$127.33,59989320,$129.33,$131.49,$127.10
AMZN,06/23/2023,$129.33,71927780,$129.11,$130.84,$128.28
AMZN,06/22/2023,$130.15,90354570,$125.31,$130.33,$125.14
AMZN,06/21/2023,$124.83,52137670,$125.64,$126.73,$123.85
AMZN,06/20/2023,$125.78,56930120,$124.97,$127.25,$124.50
AMZN,06/16/2023,$125.49,84247100,$127.71,$127.90,$125.30
AMZN,06/15/2023,$127.11,60458470,$125.21,$127.69,$124.32
AMZN,06/14/2023,$126.42,52422460,$126.70,$126.95,$124.12
AMZN,06/13/2023,$126.66,50564790,$128.12,$128.41,$125.18
AMZN,6/12/2023,$126.57,51473380,$124.02,$126.78,$123.53
AMZN,6/9/2023,$123.43,51396020,$124.08,$125.80,$123.19
AMZN,6/8/2023,$124.25,62159270,$123.01,$125.63,$122.26
AMZN,6/7/2023,$121.23,95663280,$127.01,$127.37,$120.63
AMZN,6/6/2023,$126.61,45695210,$125.07,$127.40,$125.00
AMZN,6/5/2023,$125.30,47950130,$123.36,$125.80,$123.03
AMZN,6/2/2023,$124.25,61264410,$124.92,$126.39,$124.02
AMZN,6/1/2023,$122.77,54375130,$120.69,$123.49,$119.93
AMZN,05/31/2023,$120.58,72800790,$121.45,$122.04,$119.17
AMZN,05/30/2023,$121.66,64314810,$122.37,$122.92,$119.86
AMZN,05/26/2023,$120.11,96779890,$116.04,$121.50,$116.02
AMZN,05/25/2023,$115.00,66496680,$116.63,$116.87,$114.31
AMZN,05/24/2023,$116.75,63487940,$115.35,$117.34,$115.02
AMZN,05/23/2023,$114.99,67576260,$114.27,$117.14,$113.78
AMZN,05/22/2023,$115.01,70741120,$116.77,$116.77,$114.25
AMZN,05/19/2023,$116.25,55056310,$118.16,$118.31,$115.70
AMZN,05/18/2023,$118.15,73174090,$116.69,$118.60,$116.34
AMZN,05/17/2023,$115.50,65655180,$114.89,$115.83,$114.22
AMZN,05/16/2023,$113.40,71472910,$111.05,$114.79,$111.05
AMZN,05/15/2023,$111.20,53011150,$111.15,$112.29,$109.25
AMZN,5/12/2023,$110.26,49852670,$112.16,$112.64,$109.32
AMZN,5/11/2023,$112.18,74924840,$111.03,$113.28,$110.49
AMZN,5/10/2023,$110.19,78627620,$108.10,$110.67,$108.05
AMZN,5/9/2023,$106.62,44089360,$105.48,$106.79,$105.16
AMZN,5/8/2023,$105.83,49430910,$105.04,$106.10,$104.70
AMZN,5/5/2023,$105.66,56951740,$104.27,$105.76,$103.55
AMZN,5/4/2023,$104.00,45345520,$104.04,$105.39,$103.31
AMZN,5/3/2023,$103.65,65051930,$103.74,$105.96,$103.28
AMZN,5/2/2023,$103.63,73469350,$101.47,$103.90,$101.15
AMZN,5/1/2023,$102.05,74728100,$104.95,$105.23,$101.82
AMZN,04/28/2023,$105.45,130715900,$107.73,$109.48,$104.33
AMZN,04/27/2023,$109.82,149961200,$108.16,$110.86,$106.80
AMZN,04/26/2023,$104.98,73803790,$105.04,$106.62,$104.10
AMZN,04/25/2023,$102.57,65026820,$104.91,$105.45,$102.45
AMZN,04/24/2023,$106.21,69575610,$107.66,$109.23,$105.07
AMZN,04/21/2023,$106.96,86774190,$106.10,$108.15,$105.08
AMZN,04/20/2023,$103.81,57696870,$103.53,$105.25,$103.21
AMZN,04/19/2023,$104.30,58398890,$101.58,$105.12,$101.39
AMZN,04/18/2023,$102.30,39790520,$103.95,$104.20,$101.52
AMZN,04/17/2023,$102.74,39919460,$103.16,$103.73,$101.59
AMZN,04/14/2023,$102.51,51450520,$102.07,$103.20,$101.11
AMZN,04/13/2023,$102.40,67925140,$98.95,$102.57,$98.71
AMZN,4/12/2023,$97.83,56735010,$100.40,$100.51,$97.71
AMZN,4/11/2023,$99.92,60417850,$100.80,$101.00,$99.01
AMZN,4/10/2023,$102.17,37261190,$100.96,$102.20,$99.57
AMZN,4/6/2023,$102.06,43808020,$100.75,$102.38,$99.80
AMZN,4/5/2023,$101.10,45175390,$103.91,$103.91,$100.75
AMZN,4/4/2023,$103.95,48662500,$102.75,$104.20,$102.11
AMZN,4/3/2023,$102.41,41135730,$102.30,$103.29,$101.43
AMZN,03/31/2023,$103.29,56750320,$102.16,$103.49,$101.95
AMZN,03/30/2023,$102.00,53633400,$101.55,$103.04,$101.01
AMZN,03/29/2023,$100.25,49783280,$98.69,$100.42,$98.56
AMZN,03/28/2023,$97.24,38720050,$98.11,$98.44,$96.29
AMZN,03/27/2023,$98.04,46721300,$99.07,$99.34,$97.08
AMZN,03/24/2023,$98.13,56144800,$98.07,$98.30,$96.40
AMZN,03/23/2023,$98.71,57559310,$100.43,$101.06,$97.62
AMZN,03/22/2023,$98.70,57475370,$100.45,$102.10,$98.61
AMZN,03/21/2023,$100.61,58597280,$98.14,$100.85,$98.00
AMZN,03/20/2023,$97.71,62388910,$98.41,$98.48,$95.70
AMZN,03/17/2023,$98.95,87300240,$99.79,$100.66,$97.46
AMZN,03/16/2023,$100.04,84558930,$95.75,$100.99,$95.61
AMZN,03/15/2023,$96.20,70731790,$93.22,$96.67,$93.07
AMZN,03/14/2023,$94.88,60912670,$93.83,$95.07,$92.71
AMZN,03/13/2023,$92.43,72397050,$89.97,$94.02,$88.12
AMZN,3/10/2023,$90.73,69827490,$92.67,$93.57,$90.25
AMZN,3/9/2023,$92.25,56218710,$93.68,$96.21,$92.18
AMZN,3/8/2023,$93.92,44899130,$93.60,$94.17,$92.18
AMZN,3/7/2023,$93.55,49100670,$94.06,$95.09,$92.78
AMZN,3/6/2023,$93.75,52112360,$95.19,$96.55,$93.74
AMZN,3/3/2023,$94.90,55759610,$92.74,$94.94,$92.66
AMZN,3/2/2023,$92.13,55574820,$91.41,$92.23,$90.39
AMZN,3/1/2023,$92.17,52299520,$93.87,$94.68,$91.59
AMZN,02/28/2023,$94.23,43959290,$93.14,$94.69,$92.92
AMZN,02/27/2023,$93.76,47470320,$94.28,$94.78,$93.14
AMZN,02/24/2023,$93.50,57053810,$93.53,$94.14,$92.32
AMZN,02/23/2023,$95.82,48466990,$96.12,$96.43,$93.67
AMZN,02/22/2023,$95.79,59534090,$95.10,$97.01,$94.80
AMZN,02/21/2023,$94.58,56580360,$95.34,$95.61,$94.27
AMZN,02/17/2023,$97.20,60029410,$97.80,$97.94,$95.65
AMZN,02/16/2023,$98.15,56339170,$99.21,$100.63,$98.10
AMZN,02/15/2023,$101.16,48053880,$99.09,$101.17,$98.45
AMZN,02/14/2023,$99.70,56202900,$98.41,$100.92,$97.52
AMZN,02/13/2023,$99.54,52841460,$97.85,$99.68,$96.91
AMZN,2/10/2023,$97.61,52740130,$97.56,$98.82,$96.23
AMZN,2/9/2023,$98.24,64622490,$101.32,$101.78,$97.57
AMZN,2/8/2023,$100.05,75878300,$102.04,$102.67,$98.78
AMZN,2/7/2023,$102.11,119501300,$101.17,$102.41,$98.08
AMZN,2/6/2023,$102.18,81945200,$102.93,$103.95,$100.65
AMZN,2/3/2023,$103.39,144374800,$105.26,$108.78,$102.52
AMZN,2/2/2023,$112.91,158154200,$110.25,$114.00,$108.88
AMZN,2/1/2023,$105.15,80450120,$102.53,$106.24,$101.24
AMZN,01/31/2023,$103.13,66527250,$101.16,$103.35,$101.14
AMZN,01/30/2023,$100.55,70691860,$101.09,$101.74,$99.01
AMZN,01/27/2023,$102.24,87775610,$99.53,$103.49,$99.53
AMZN,01/26/2023,$99.22,68523560,$98.24,$99.49,$96.92
AMZN,01/25/2023,$97.18,94261570,$92.56,$97.24,$91.52
AMZN,01/24/2023,$96.32,66929450,$96.93,$98.09,$96.00
AMZN,01/23/2023,$97.52,76501100,$97.56,$97.78,$95.86
AMZN,01/20/2023,$97.25,67481540,$93.86,$97.35,$93.20
AMZN,01/19/2023,$93.68,69002660,$94.74,$95.44,$92.86
AMZN,01/18/2023,$95.46,79570370,$97.25,$99.32,$95.38
AMZN,01/17/2023,$96.05,72755000,$98.68,$98.89,$95.73
AMZN,01/13/2023,$98.12,85549430,$94.18,$98.37,$94.12
AMZN,1/12/2023,$95.27,85254780,$96.93,$97.19,$93.50
AMZN,1/11/2023,$95.09,103126200,$90.93,$95.26,$90.93
AMZN,1/10/2023,$89.87,67756600,$87.57,$90.19,$87.29
AMZN,1/9/2023,$87.36,65266060,$87.46,$89.48,$87.08
AMZN,1/6/2023,$86.08,83303360,$83.03,$86.40,$81.43
AMZN,1/5/2023,$83.12,67930830,$85.33,$85.42,$83.07
AMZN,1/4/2023,$85.14,68885120,$86.55,$86.98,$83.36
AMZN,1/3/2023,$85.82,76706040,$85.46,$86.96,$84.21
AMZN,12/30/2022,$84.00,62401190,$83.12,$84.05,$82.47
AMZN,12/29/2022,$84.18,54995900,$82.87,$84.55,$82.55
AMZN,12/28/2022,$81.82,58228580,$82.80,$83.48,$81.69
AMZN,12/27/2022,$83.04,57284040,$84.97,$85.35,$83.00
AMZN,12/23/2022,$85.25,57433660,$83.25,$85.78,$82.93
AMZN,12/22/2022,$83.79,81431310,$85.52,$85.68,$82.25
AMZN,12/21/2022,$86.77,59267160,$86.18,$87.23,$85.21
AMZN,12/20/2022,$85.19,74348300,$85.33,$86.61,$84.33
AMZN,12/19/2022,$84.92,83531460,$87.51,$87.63,$84.51
AMZN,12/16/2022,$87.86,146144100,$88.27,$89.35,$86.73
AMZN,12/15/2022,$88.45,84802880,$89.89,$89.97,$87.47
AMZN,12/14/2022,$91.58,70298010,$92.50,$93.46,$89.87
AMZN,12/13/2022,$92.49,100212000,$95.23,$96.25,$90.52
AMZN,12/12/2022,$90.55,61999760,$89.21,$90.58,$87.87
AMZN,12/9/2022,$89.09,67398510,$88.90,$90.30,$88.63
AMZN,12/8/2022,$90.35,73305890,$89.24,$90.86,$87.88
AMZN,12/7/2022,$88.46,68086880,$88.34,$89.89,$87.48
AMZN,12/6/2022,$88.25,75503630,$90.50,$91.04,$87.90
AMZN,12/5/2022,$91.01,71535530,$93.05,$94.06,$90.82
AMZN,12/2/2022,$94.13,72496390,$94.48,$95.36,$93.78
AMZN,12/1/2022,$95.50,68487970,$96.99,$97.23,$94.92
AMZN,11/30/2022,$96.54,102805800,$92.47,$96.54,$91.53
AMZN,11/29/2022,$92.42,65567290,$94.04,$94.41,$91.44
AMZN,11/28/2022,$93.95,75062320,$93.93,$96.40,$93.43
AMZN,11/25/2022,$93.41,35088610,$93.79,$94.43,$93.07
AMZN,11/23/2022,$94.13,59414680,$93.24,$94.58,$92.83
AMZN,11/22/2022,$93.20,62191960,$92.62,$93.35,$90.87
AMZN,11/21/2022,$92.46,84330270,$93.97,$95.02,$90.59
AMZN,11/18/2022,$94.14,72428190,$95.95,$95.99,$92.48
AMZN,11/17/2022,$94.85,82617870,$95.37,$96.97,$94.03
AMZN,11/16/2022,$97.12,87958830,$96.85,$98.49,$95.54
AMZN,11/15/2022,$98.94,111336300,$103.21,$103.79,$97.34
AMZN,11/14/2022,$98.49,99533070,$98.77,$100.12,$97.29
AMZN,11/11/2022,$100.79,111590500,$97.88,$101.19,$96.66
AMZN,11/10/2022,$96.63,173414900,$92.94,$98.69,$91.65
AMZN,11/9/2022,$86.14,90796250,$89.47,$89.48,$85.87
AMZN,11/8/2022,$89.98,88703370,$90.79,$91.72,$88.23
AMZN,11/7/2022,$90.53,77495730,$91.95,$92.10,$89.04
AMZN,11/4/2022,$90.98,129101300,$91.49,$92.44,$88.04
AMZN,11/3/2022,$89.30,136683300,$92.47,$93.50,$89.02
AMZN,11/2/2022,$92.12,135761800,$97.32,$97.74,$92.01
AMZN,11/1/2022,$96.79,153370000,$103.99,$104.58,$96.06
AMZN,10/31/2022,$102.44,99251400,$103.56,$104.87,$100.74
AMZN,10/28/2022,$103.41,223133400,$97.91,$103.96,$97.66
AMZN,10/27/2022,$110.96,129605400,$113.92,$114.12,$109.77
AMZN,10/26/2022,$115.66,69002460,$116.00,$119.35,$114.76
AMZN,10/25/2022,$120.60,50934610,$119.65,$121.32,$118.95
AMZN,10/24/2022,$119.82,49531520,$119.98,$120.39,$116.57
AMZN,10/21/2022,$119.32,55660490,$114.79,$119.59,$114.50
AMZN,10/20/2022,$115.25,48795100,$113.83,$118.24,$113.51
AMZN,10/19/2022,$115.07,47198120,$114.71,$116.59,$113.22
AMZN,10/18/2022,$116.36,65607450,$119.06,$119.52,$114.79
AMZN,10/17/2022,$113.79,62781990,$110.11,$114.19,$110.09
AMZN,10/14/2022,$106.90,67737340,$114.10,$114.96,$106.60
AMZN,10/13/2022,$112.53,86868100,$107.88,$113.44,$105.35
AMZN,10/12/2022,$112.90,45728660,$112.49,$113.83,$111.40
AMZN,10/11/2022,$112.21,56432230,$112.71,$115.48,$110.39
AMZN,10/10/2022,$113.67,42339680,$115.10,$116.25,$112.43
AMZN,10/7/2022,$114.56,54677980,$118.00,$118.17,$113.88
AMZN,10/6/2022,$120.30,42253760,$120.77,$121.53,$119.50
AMZN,10/5/2022,$120.95,48217540,$118.58,$121.75,$117.69
AMZN,10/4/2022,$121.09,62812560,$119.89,$123.00,$119.79
AMZN,10/3/2022,$115.88,50941850,$113.58,$116.91,$112.45
AMZN,09/30/2022,$113.00,59479590,$114.08,$116.92,$112.84
AMZN,09/29/2022,$114.80,58969710,$115.60,$116.07,$113.06
AMZN,09/28/2022,$118.01,55763750,$114.38,$118.70,$113.80
AMZN,09/27/2022,$114.41,60094690,$117.20,$118.32,$113.05
AMZN,09/26/2022,$115.15,62723270,$113.30,$117.34,$113.13
AMZN,09/23/2022,$113.78,65126670,$116.00,$116.05,$112.06
AMZN,09/22/2022,$117.31,55229190,$117.08,$118.79,$116.26
AMZN,09/21/2022,$118.54,58498890,$122.49,$123.76,$118.45
AMZN,09/20/2022,$122.19,47698430,$123.35,$124.40,$121.14
AMZN,09/19/2022,$124.66,47279730,$122.16,$124.71,$121.80
AMZN,09/16/2022,$123.53,115667800,$122.78,$123.87,$120.70
AMZN,09/15/2022,$126.28,52887200,$127.38,$130.37,$125.50
AMZN,09/14/2022,$128.55,45316770,$127.36,$128.84,$126.33
